"cd_imovel";"cd_uf_municipio";"cd_tema";"ds_tema";"vlr_mod_fiscal";"cd_status";"cd_tipo";"ds_condic_cadastro";"ds_municipio";"cd_estado";"cd_uf_car";"dt_inscricao";"vlr_area_original";"vlr_area_calculada";"geometria"
AC-1200013-34EC936359CF43629117D837C78CE6CB;"1200013";AREA_IMOVEL;Area do Imovel;0.3631;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-11-19";36.29593053999543;35.99586674072176;POLYGON ((-66.92658474091654 -9.983527046516183, -66.92879795067189 -9.980592132847246, -66.92703097314416 -9.979171486591078, -66.92702948740046 -9.97917001068353, -66.92702834162485 -9.979168257704451, -66.92702758606802 -9.979166304534901, -66.92702725386673 -9.979164236835768, -66.92702735959043 -9.979162145290907, -66.92702789860236 -9.979160121629983, -66.92702884726289 -9.97915825460545, -66.92896293874433 -9.976173888775383, -66.92672755507833 -9.974544212169503, -66.92242745851864 -9.980142228775032, -66.92658474091654 -9.983527046516183))
AC-1200013-047CAB1E0D2A458CA62FDFBA3C6E2FCD;"1200013";AREA_IMOVEL;Area do Imovel;0.8168;AT;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2015-06-02";81.66092884565796;79.12050224309607;POLYGON ((-67.09847452437918 -9.983293360625627, -67.0985595659158 -9.981157630028013, -67.07585943800224 -9.97461619980973, -67.07589868871916 -9.978158770128728, -67.0758986893329 -9.978158880454632, -67.07589869138826 -9.978203121523144, -67.07590127282198 -9.978233176099774, -67.09847452437918 -9.983293360625627))
AC-1200013-09F1F39B4A044F38B6602A6763BB0892;"1200013";AREA_IMOVEL;Area do Imovel;0.43;AT;IRU;Em analise;Acrelandia;AC;"0_AC";"2014-08-22";42.98678281350657;38.6806605186278;MULTIPOLYGON (((-67.06261037773395 -10.029404167476214, -67.06301818293545 -10.029404167476214, -67.06142448314768 -10.026782600516976, -67.06125161263934 -10.026758245364054, -67.06113950746895 -10.02681001350241, -67.06113752414583 -10.02681068769604, -67.0611354438859 -10.02681093391989, -67.06113335797316 -10.02681074136939, -67.06113135793974 -10.026810118493863, -67.06112953154924 -10.026809092625758, -67.06112795894566 -10.02680770878127, -67.06112670913652 -10.026806027684982, -67.05669504980573 -10.019317508373671, -67.05534506649586 -10.019291751428653, -67.0551616542803 -10.01929999756696, -67.05110852597922 -10.019482224560118, -67.05537835139906 -10.023494383990023, -67.06261037773395 -10.029404167476214)), ((-67.0506985967649 -10.019500654810182, -67.05070460332354 -10.01967514469023, -67.05078373734433 -10.019739810512451, -67.0507811998602 -10.019496941008752, -67.0506985967649 -10.019500654810182)))
AC-1200013-2EF5251A593948C28A21B66DDE0A72F8;"1200013";AREA_IMOVEL;Area do Imovel;0.9967;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-09-10";99.58940740635991;84.68658359250873;POLYGON ((-66.68614077818542 -9.889434106138413, -66.68599195845314 -9.888957087771033, -66.68240001451558 -9.890398379401853, -66.68529378842305 -9.89987795403291, -66.68846920838853 -9.910280159426328, -66.69095439139475 -9.908626808883918, -66.69095609961971 -9.9086258975476, -66.69095795144477 -9.908625332472043, -66.69095987745301 -9.90862513483948, -66.69096180544676 -9.9086253120583, -66.69096366315388 -9.908625857485337, -66.690965380937 -9.908626750674895, -66.69096689440386 -9.908627958145171, -66.69096814682115 -9.908629434633342, -66.69096909124119 -9.908631124792269, -66.69103171027501 -9.908774180924555, -66.68642568696548 -9.890347336655863, -66.68614077818542 -9.889434106138413))
AC-1200013-1A339D01B5404CE8AE51FFF7FC8F307B;"1200013";AREA_IMOVEL;Area do Imovel;0.0771;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";7.705165534345806;7.578983552361613;POLYGON ((-67.01804233636118 -10.084507340934694, -67.01872817344125 -10.086286597580894, -67.01931992937865 -10.08702283559816, -67.02122198789985 -10.085585538769552, -67.02097985658216 -10.084837437376393, -67.02026264541985 -10.084738289896181, -67.02026080004546 -10.08473785327912, -67.02025907027496 -10.084737076146487, -67.02025751831162 -10.08473598644429, -67.02025619996468 -10.084734623358669, -67.02025516264241 -10.08473303590674, -67.01946431510459 -10.083228092252106, -67.01804233636118 -10.084507340934694))
AC-1200013-DAA87635EE9A4D6AAB64B362E16F65D1;"1200013";AREA_IMOVEL;Area do Imovel;0.1565;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-07-15";15.647649516188354;2.2925332709139976;POLYGON ((-67.06141699231594 -9.716115195847685, -67.06190914465527 -9.708163795496782, -67.0618000646538 -9.708214797528047, -67.06162065748303 -9.708298682108255, -67.06151377407959 -9.709322100123387, -67.0612864303358 -9.716163836207722, -67.06128613310995 -9.71616594606569, -67.06128539564372 -9.716167945062296, -67.06128425141695 -9.716169742446214, -67.06128275237575 -9.716171256619022, -67.06128096657422 -9.71617241883964, -67.06077128997548 -9.716431450907068, -67.06076549173723 -9.716486969549658, -67.06141699231594 -9.716115195847685))
AC-1200013-4A987089B2B6456EA34AD241A9EF9D61;"1200013";AREA_IMOVEL;Area do Imovel;0.0915;AT;IRU;Em analise;Acrelandia;AC;"0_AC";"2014-08-27";9.151511734628677;8.878892059832067;POLYGON ((-67.01765956325121 -10.103113020936249, -67.0207943192795 -10.10153845212553, -67.01983716865715 -10.099339713486252, -67.01853395554076 -10.100168117966371, -67.01716353673537 -10.101198741835937, -67.01765956325121 -10.103113020936249))
AC-1200013-2176510A6E2244709EF291113CD080C3;"1200013";AREA_IMOVEL;Area do Imovel;0.1852;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-05-05";18.508796512380616;18.021629096713486;POLYGON ((-67.03446529972922 -10.0906354759269, -67.03298013598788 -10.091396615284749, -67.03790809430585 -10.093996193457787, -67.03790986846053 -10.093997387947525, -67.03791134802502 -10.093998932395497, -67.03791246531765 -10.094000756151996, -67.0380688161395 -10.094330712653884, -67.03860457489928 -10.094157276116038, -67.03860530789409 -10.09415706931421, -67.03947500171563 -10.093947100087242, -67.04008889398999 -10.093736486894057, -67.04041314763474 -10.093383741880151, -67.04050139866733 -10.09285064566184, -67.04052532042894 -10.09270613850567, -67.04056452757375 -10.09220454030519, -67.04056494809116 -10.092202350533126, -67.04056584338245 -10.092200308379828, -67.0405671689343 -10.092198515379867, -67.04068244043448 -10.092074366032561, -67.03745242104524 -10.090366825663187, -67.03708357659661 -10.091438788997497, -67.03708279009388 -10.091440519517802, -67.03708169034103 -10.091442069947016, -67.03708031707528 -10.091443384263679, -67.03707871991668 -10.091444414977756, -67.03707695657516 -10.09144512484659, -67.0370750907653 -10.091445488220582, -67.03707318990418 -10.091445491969985, -67.03707132267535 -10.091445135959324, -67.03706955654715 -10.091444433052285, -67.03691087797202 -10.09136303722229, -67.03674833207083 -10.09181309209429, -67.03674752420574 -10.09181480231906, -67.03674640876382 -10.091816329834728, -67.03674502565018 -10.09181761999419, -67.0367434243459 -10.091818626641802, -67.0367416621379 -10.091819313764596, -67.03673980206942 -10.091819656780654, -67.03673791068468 -10.091819643418523, -67.03673605564825 -10.091819274156238, -67.03673430332434 -10.091818562204214, -67.03446529972922 -10.0906354759269))
AC-1200013-C4B47B59683E40D490D7860F6E1B6A1A;"1200013";AREA_IMOVEL;Area do Imovel;0.202;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2019-11-11";20.184154894042017;19.859252155439556;POLYGON ((-66.79617808007782 -9.924940264396506, -66.80807562825403 -9.926344948135322, -66.80860157687684 -9.925051940939356, -66.796786339553 -9.923607746295131, -66.79617808007782 -9.924940264396506))
AC-1200013-C805E99D86F543558E9ACDD48DB664E8;"1200013";AREA_IMOVEL;Area do Imovel;0.8319;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2020-12-01";83.16314903151392;82.07062093049952;POLYGON ((-67.08725807323454 -9.701960740831307, -67.08713148769696 -9.702294796822827, -67.08713062345142 -9.702296542266057, -67.08712943725622 -9.702298087074594, -67.08712797410962 -9.702299372646241, -67.08712628951596 -9.702300350212939, -67.08712444738018 -9.702300982690765, -67.08712251758357 -9.702301246086723, -67.08712057333278 -9.702301130408905, -67.08711868838286 -9.702300640045543, -67.08587221614839 -9.701842752116812, -67.08034364057845 -9.716580872720359, -67.0843161282296 -9.718180750979165, -67.0898881549589 -9.70292935361583, -67.08725807323454 -9.701960740831307))
AC-1200013-B6C8A69ABB094D66A6C7EB8043A8729E;"1200013";AREA_IMOVEL;Area do Imovel;0.0739;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2020-10-22";7.389446718769567;7.247785226834566;POLYGON ((-67.04630205179546 -10.115994306227941, -67.05043387654203 -10.11785135907907, -67.05040234528715 -10.117211104436489, -67.04764031770004 -10.114106127891956, -67.04630205179546 -10.115994306227941))
AC-1200013-C3A80D06B5D4492BAA7AAF5568A6ADAA;"1200013";AREA_IMOVEL;Area do Imovel;0.3168;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";31.66617377863843;31.327689998142734;POLYGON ((-67.010743145603 -10.086270850157074, -67.01083934580396 -10.08633938133367, -67.01084062571829 -10.086340465899648, -67.01127238901829 -10.086773569599647, -67.01127315785052 -10.086774435820272, -67.01172751613547 -10.087350342866431, -67.01213439500596 -10.087686529769526, -67.01263716393532 -10.087999162950666, -67.01314066404576 -10.088097348114415, -67.01342870062687 -10.088099082471683, -67.01437002290676 -10.087985244532808, -67.01437230205323 -10.087985230533995, -67.01437452517204 -10.08798573297536, -67.01474965349358 -10.088116946155974, -67.01870670320982 -10.086286504569228, -67.0180219605155 -10.084510087071251, -67.01588009675162 -10.082369681485893, -67.01264869488062 -10.084823713727664, -67.01133268042067 -10.085924726600746, -67.01133078021788 -10.085925978758727, -67.01132864611856 -10.08592676887919, -67.01132638864067 -10.0859270560444, -67.01119366006955 -10.085928714740183, -67.010743145603 -10.086270850157074))
AC-1200013-4E80AB81CB0E46028D854616BA8449F9;"1200013";AREA_IMOVEL;Area do Imovel;0.4022;PE;IRU;Em analise;Acrelandia;AC;"0_AC";"2015-08-06";40.20263252052891;39.70138520726343;POLYGON ((-67.00360074489963 -10.058690873735596, -67.00357440312291 -10.063929072517812, -67.00395574972501 -10.063934896378518, -67.01440477260651 -10.0541427654339, -67.0144079267366 -10.053703925417608, -67.01379720946542 -10.053940292483555, -67.00360074489963 -10.058690873735596))
AC-1200013-22388D61FC1C4CCC92D62F91D52BD5CC;"1200013";AREA_IMOVEL;Area do Imovel;0.4183;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";41.80823482427001;41.39341988026506;POLYGON ((-66.96196743384144 -10.12446478135582, -66.96188902091772 -10.1392381339541, -66.96315040338006 -10.139219372605943, -66.96315088769292 -10.139219377132717, -66.96407146499537 -10.139250288466066, -66.96441095747464 -10.12447504192551, -66.96196743384144 -10.12446478135582))
AC-1200013-7B1F21A83F29489B8FB8876942306E37;"1200013";AREA_IMOVEL;Area do Imovel;0.0634;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-05-05";6.336752992933989;4.7467736912774825;POLYGON ((-67.03739093824731 -10.094924019443198, -67.03656010362403 -10.09588330547207, -67.03656687603763 -10.095887026879138, -67.03657323067254 -10.095876418069917, -67.03657436374688 -10.09587488119612, -67.03657576827767 -10.095873587700172, -67.036577393058 -10.095872584740848, -67.036579178851 -10.09587190888442, -67.03658106054952 -10.095871584771528, -67.0365829695499 -10.0958716242188, -67.03658483625306 -10.095872025788054, -67.03658659260199 -10.095872774838728, -67.03865041398319 -10.09699687411484, -67.04046771430464 -10.097946449060075, -67.04058984087227 -10.097405476571618, -67.03909558531144 -10.09638630482114, -67.03909412349375 -10.096385088971758, -67.03909291823057 -10.096383618413604, -67.03909201309452 -10.096381946310313, -67.03909144080814 -10.09638013311177, -67.0390912220607 -10.096378244368744, -67.03909136476037 -10.096376348363082, -67.03909186374827 -10.096374513639194, -67.03922281133394 -10.09602742004168, -67.03739093824731 -10.094924019443198))
AC-1200013-C4066455ADBC479DB60BBB74844BECBA;"1200013";AREA_IMOVEL;Area do Imovel;0.1197;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2019-12-17";11.968222479818762;11.778332080819451;POLYGON ((-67.04339119655359 -10.082220928917215, -67.0439298559664 -10.081615480343276, -67.04292122017002 -10.079640270067205, -67.04292050264688 -10.079638440211848, -67.04292015690145 -10.079636505355221, -67.04292019629057 -10.079634540244902, -67.04292061929257 -10.079632620797227, -67.04292140956602 -10.079630821164494, -67.04292253658096 -10.079629210870298, -67.04292395679845 -10.079627852123684, -67.04452111987136 -10.078375833190428, -67.04357030780318 -10.076746404270509, -67.0422466155162 -10.077583049365396, -67.04224465629792 -10.077584006463901, -67.04028583465232 -10.078288332916642, -67.04339119655359 -10.082220928917215))
AC-1200013-C8D19D9C0AEB41D38B1797955B9B4E6A;"1200013";AREA_IMOVEL;Area do Imovel;0.2399;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2019-04-10";23.97866566455737;23.745755697905274;POLYGON ((-67.05725804965856 -10.110002972923377, -67.06010241217369 -10.11610860720123, -67.06208124688906 -10.115961978140016, -67.06171763923766 -10.109981966493722, -67.05725804965856 -10.110002972923377))
AC-1200013-24EB9ACDECC9452F9E5D0993F30005F1;"1200013";AREA_IMOVEL;Area do Imovel;0.2945;AT;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-06-03";29.45268891851604;28.311324321892094;POLYGON ((-67.13791857126694 -9.692363990597805, -67.13790644879157 -9.69239114985337, -67.13790548507188 -9.692392843263045, -67.13790421126542 -9.692394317647349, -67.13790267573088 -9.692395517032871, -67.13790093676317 -9.69239639588624, -67.1378990603803 -9.692396920842734, -67.13789711781715 -9.692397071972946, -67.13789518282101 -9.692396843539386, -67.13789332885192 -9.692396244214285, -67.13605243490079 -9.691595610789843, -67.13605069597344 -9.691594638036099, -67.13604918442323 -9.691593339831881, -67.13604796026051 -9.691591767717428, -67.136047072086 -9.69158998410754, -67.13604655516126 -9.691588059813641, -67.1360464300088 -9.691586071232472, -67.13604670159735 -9.691584097313054, -67.13604735914451 -9.691582216422324, -67.13604855025991 -9.691579660543406, -67.12666637228992 -9.687644558140837, -67.12663939616799 -9.687759209174718, -67.12663879426519 -9.687760993317978, -67.12663786858158 -9.687762633002096, -67.12663665193686 -9.687764070092829, -67.12663518746662 -9.687765253638782, -67.12663352709295 -9.687766141677876, -67.12663172968365 -9.687766702725092, -67.12662985896506 -9.687766916888757, -67.12662798126263 -9.687766776575799, -67.12662616314944 -9.687766286760947, -67.12631137994599 -9.687648718154854, -67.12566237556366 -9.689296553888882, -67.13739391722368 -9.694087397641434, -67.13794584579358 -9.692479068576768, -67.13794874955693 -9.69247060689866, -67.13794956577793 -9.692468821859828, -67.13795071495207 -9.692467230640428, -67.13795215280646 -9.692465894543467, -67.13795382394663 -9.692464865043153, -67.13795566399055 -9.692464181801812, -67.13795760204906 -9.692463871141866, -67.13795956345687 -9.692463945031742, -67.13796147264921 -9.692464400624768, -67.13827732819611 -9.692573489222994, -67.13829669411783 -9.692522584065522, -67.13791857126694 -9.692363990597805))
AC-1200013-73BF748F1CEF4C94B5BA4B7C4475DB70;"1200013";AREA_IMOVEL;Area do Imovel;0.9185;PE;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-11-10";91.81862189197018;82.40068378623263;POLYGON ((-67.00180703498485 -9.777520632334435, -66.99905053036991 -9.776528388576642, -66.9990505303699 -9.776528388576637, -66.99847308407911 -9.7763672942458, -66.99695207689817 -9.794331415680295, -66.99695172580888 -9.794333326144463, -66.99695101199822 -9.79433513269126, -66.9969499623992 -9.794336767157207, -66.99694861661466 -9.794338167871658, -66.99694702542288 -9.79433928198374, -66.9969452488617 -9.79434006745648, -66.99694335396323 -9.794340494652912, -66.99694141222457 -9.79434054745433, -66.99693949691019 -9.794340223868467, -66.9968032282094 -9.794303295242976, -66.99678529631083 -9.794528340786462, -67.0008848392464 -9.795671674973917, -67.00178294222461 -9.778413543640356, -67.00180703498485 -9.777520632334435))
AC-1200013-5861AF1B967F4C7B849D9279F674C28B;"1200013";AREA_IMOVEL;Area do Imovel;0.5934;PE;IRU;Analisado, aguardando regularizacao ambiental (Lei n 12.651/2012);Acrelandia;AC;"0_AC";"2018-02-23";59.2960267709136;39.19878014633165;MULTIPOLYGON (((-66.72851651778436 -9.910536634070276, -66.72850121655976 -9.910612107277618, -66.73200282231196 -9.913521361107838, -66.73264167682014 -9.910602700270681, -66.73194301813716 -9.913224536015802, -66.73194230478123 -9.913226422866357, -66.73194122726485 -9.91322812816404, -66.73193982943309 -9.913229582518898, -66.73193816816483 -9.913230726752042, -66.73193631105845 -9.91323151430369, -66.73193433368112 -9.913231913127724, -66.73193231649394 -9.913231906995668, -66.73193034157791 -9.913231496157039, -66.73192848929396 -9.913230697329196, -66.73192683501307 -9.913229543017101, -66.73057527080083 -9.912067220848394, -66.72851651778436 -9.910536634070276)), ((-66.72972367874566 -9.904582319170538, -66.72924423828587 -9.906947156640225, -66.73300283885509 -9.90895270097701, -66.73458520572765 -9.901723524127217, -66.73085243657523 -9.899376050556256, -66.73050214493513 -9.900742538909643, -66.72972367874566 -9.904582319170538)))
